"feature"	"method"	"group1"	"group2"	"group3"	"group4"	"group5"	"group6"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-7187"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0319173180858797	"BH"	0.146969923501094	"pyrimidine deoxyribonucleotides de novo biosynthesis II"
"PWY-7196"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.258831619829442	"BH"	0.327853385117293	"superpathway of pyrimidine ribonucleosides salvage"
"PWY-7197"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.169012901459839	"BH"	0.270544461311171	"pyrimidine deoxyribonucleotide phosphorylation"
"PWY-7198"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0594163807181789	"BH"	0.155888365171359	"pyrimidine deoxyribonucleotides de novo biosynthesis IV"
"PWY-7199"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.251193987311102	"BH"	0.320034322026098	"pyrimidine deoxyribonucleosides salvage"
"PWY-7200"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.227188313155486	"BH"	0.299763544143123	"superpathway of pyrimidine deoxyribonucleoside salvage"
"PWY-7208"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.254870576412172	"BH"	0.323304620876979	"superpathway of pyrimidine nucleobases salvage"
"PWY-7209"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.198469276303819	"BH"	0.288075916351656	"superpathway of pyrimidine ribonucleosides degradation"
"PWY-7210"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0597512612498915	"BH"	0.155888365171359	"pyrimidine deoxyribonucleotides biosynthesis from CTP"
"PWY-7211"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.267037107287445	"BH"	0.333414902527467	"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"
"PWY-7219"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.225919254580345	"BH"	0.299763544143123	"adenosine ribonucleotides de novo biosynthesis"
"PWY-722"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.920264174044012	"BH"	0.921318313991371	"nicotinate degradation I"
"PWY-7220"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.186991691481144	"BH"	0.285219438664083	"adenosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7221"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.206448847761068	"BH"	0.290090503124073	"guanosine ribonucleotides de novo biosynthesis"
"PWY-7222"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.190858425141256	"BH"	0.285340004926523	"guanosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7228"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.196834813205548	"BH"	0.287201380203086	"superpathway of guanosine nucleotides de novo biosynthesis I"
"PWY-7229"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.218413154744717	"BH"	0.296222113506145	"superpathway of adenosine nucleotides de novo biosynthesis I"
"PWY-7234"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.239472453356623	"BH"	0.31043420726391	"inosine-5'-phosphate biosynthesis III"
"PWY-7237"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.120671566897639	"BH"	0.217906920389539	"myo-, chiro- and scillo-inositol degradation"
"PWY-7242"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0848992472292494	"BH"	0.180441922358071	"D-fructuronate degradation"
"PWY-7254"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.180378894798614	"BH"	0.279085443824134	"TCA cycle VII (acetate-producers)"
"PWY-7255"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.113112350455035	"BH"	0.210285968362433	"ergothioneine biosynthesis I (bacteria)"
"PWY-7274"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.49455516868289	"BH"	0.525840897115384	"D-cycloserine biosynthesis"
"PWY-7286"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.407126616772529	"BH"	0.452174252634896	"7-(3-amino-3-carboxypropyl)-wyosine biosynthesis"
"PWY-7295"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.35203464341762	"BH"	0.404839839930263	"L-arabinose degradation IV"
"PWY-7315"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0206316210029154	"BH"	0.133123819915776	"dTDP-N-acetylthomosamine biosynthesis"
"PWY-7316"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.427454279419103	"BH"	0.46699380026537	"dTDP-N-acetylviosamine biosynthesis"
"PWY-7323"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0739892205990183	"BH"	0.170175207377742	"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"
"PWY-7328"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.179587370102479	"BH"	0.278791050567613	"superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"
"PWY-7332"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.408313674495084	"BH"	0.452875826787695	"superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis"
"PWY-7347"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.189416734986613	"BH"	0.285340004926523	"sucrose biosynthesis III"
"PWY-7371"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0430682449549629	"BH"	0.155888365171359	"1,4-dihydroxy-6-naphthoate biosynthesis II"
"PWY-7373"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0265776071236991	"BH"	0.138266837060196	"superpathway of demethylmenaquinol-6 biosynthesis II"
"PWY-7374"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.170641034704517	"BH"	0.272651305908132	"1,4-dihydroxy-6-naphthoate biosynthesis I"
"PWY-7376"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.195750803627505	"BH"	0.28657655338432	"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"
"PWY-7377"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00518790856461947	"BH"	0.0761099888053928	"cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)"
"PWY-7385"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.296015169478919	"BH"	0.35949417931207	"1,3-propanediol biosynthesis (engineered)"
"PWY-7391"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.156868299752966	"BH"	0.255788981313605	"isoprene biosynthesis II (engineered)"
"PWY-7392"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.558229312328674	"BH"	0.576704986968393	"taxadiene biosynthesis (engineered)"
"PWY-7398"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0292069561962964	"BH"	0.142692558867405	"coumarins biosynthesis (engineered)"
"PWY-7400"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.146174583265671	"BH"	0.24656912046785	"L-arginine biosynthesis IV (archaebacteria)"
"PWY-7401"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00583184883623603	"BH"	0.0772278164071256	"crotonate fermentation (to acetate and cyclohexane carboxylate)"
"PWY-7413"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.468736247432849	"BH"	0.502053284627831	"dTDP-6-deoxy-&alpha;-D-allose biosynthesis"
"PWY-7415"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.46626470727961	"BH"	0.500018839463042	"tylosin biosynthesis"
"PWY-7431"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.20831132313128	"BH"	0.291769385283236	"aromatic biogenic amine degradation (bacteria)"
"PWY-7446"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.379281505823955	"BH"	0.428715969449511	"sulfoglycolysis"
"PWY-7456"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0077495927873239	"BH"	0.0825993182453792	"mannan degradation"
"PWY-7527"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0163239670433085	"BH"	0.123909800428075	"L-methionine salvage cycle III"
"PWY-7528"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.519853062356811	"BH"	0.543482747009393	"L-methionine salvage cycle I (bacteria and plants)"
"PWY-7539"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.323021547727031	"BH"	0.380486297457447	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)"
"PWY-7560"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.204236779880764	"BH"	0.289777509116538	"methylerythritol phosphate pathway II"
"PWY-7616"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0555229880891246	"BH"	0.155888365171359	"methanol oxidation to carbon dioxide"
"PWY-7644"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.122113002093465	"BH"	0.218478771802452	"heparin degradation"
"PWY-7663"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.100226193047383	"BH"	0.195129178205227	"gondoate biosynthesis (anaerobic)"
"PWY-7664"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0864920987159608	"BH"	0.181488633879806	"oleate biosynthesis IV (anaerobic)"
"PWY-841"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.215194203817707	"BH"	0.294791868741142	"superpathway of purine nucleotides de novo biosynthesis I"
"PWY-922"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.04445798579758	"BH"	0.155888365171359	"mevalonate pathway I"
"PWY0-1061"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.302286672127754	"BH"	0.363409286712045	"superpathway of L-alanine biosynthesis"
"PWY0-1241"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0452746813757208	"BH"	0.155888365171359	"ADP-L-glycero-&beta;-D-manno-heptose biosynthesis"
"PWY0-1261"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.397243783646028	"BH"	0.445116752444395	"anhydromuropeptides recycling"
"PWY0-1277"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.140650495735269	"BH"	0.241036339750246	"3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation"
"PWY0-1296"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0815116030853672	"BH"	0.176855738493963	"purine ribonucleosides degradation"
"PWY0-1297"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.217396214705058	"BH"	0.296222113506145	"superpathway of purine deoxyribonucleosides degradation"
"PWY0-1298"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.225557414277928	"BH"	0.299763544143123	"superpathway of pyrimidine deoxyribonucleosides degradation"
"PWY0-1319"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.189315623262148	"BH"	0.285340004926523	"CDP-diacylglycerol biosynthesis II"
"PWY0-1338"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.68994698048634	"BH"	0.700364298426319	"polymyxin resistance"
"PWY0-1415"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.206169004575012	"BH"	0.290090503124073	"superpathway of heme biosynthesis from uroporphyrinogen-III"
"PWY0-1479"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.102118781612499	"BH"	0.196157835449064	"tRNA processing"
"PWY0-1533"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0530825803630276	"BH"	0.155888365171359	"methylphosphonate degradation I"
"PWY0-1586"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0438876250596643	"BH"	0.155888365171359	"peptidoglycan maturation (meso-diaminopimelate containing)"
"PWY0-162"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.210972605047325	"BH"	0.292682629859305	"superpathway of pyrimidine ribonucleotides de novo biosynthesis"
"PWY0-166"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.297365031386822	"BH"	0.359703435801117	"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)"
"PWY0-321"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.11688841778801	"BH"	0.213724847587282	"phenylacetate degradation I (aerobic)"
"PWY0-41"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.171959255430438	"BH"	0.273258889538551	"allantoin degradation IV (anaerobic)"
"PWY0-42"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0659034384991907	"BH"	0.160395330471886	"2-methylcitrate cycle I"
"PWY0-781"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.178598780172915	"BH"	0.278310391197985	"aspartate superpathway"
"PWY0-845"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.004678310256794	"BH"	0.0738521328615582	"superpathway of pyridoxal 5'-phosphate biosynthesis and salvage"
"PWY0-862"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0847930985855275	"BH"	0.180441922358071	"(5Z)-dodec-5-enoate biosynthesis"
"PWY1G-0"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0350471776291858	"BH"	0.151639768554002	"mycothiol biosynthesis"
"PWY490-3"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.227069956897037	"BH"	0.299763544143123	"nitrate reduction VI (assimilatory)"
"PWY4FS-7"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.188000851827701	"BH"	0.285265181419115	"phosphatidylglycerol biosynthesis I (plastidic)"
"PWY4FS-8"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.188614775822879	"BH"	0.285340004926523	"phosphatidylglycerol biosynthesis II (non-plastidic)"
"PWYG-321"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0875123882330609	"BH"	0.181488633879806	"mycolate biosynthesis"
"PYRIDNUCSAL-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.26380686416773	"BH"	0.331274711612926	"NAD salvage pathway I"
"PYRIDNUCSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.219624633354671	"BH"	0.296222113506145	"NAD biosynthesis I (from aspartate)"
"PYRIDOXSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.00458044522682747	"BH"	0.0738521328615582	"pyridoxal 5'-phosphate biosynthesis I"
"REDCITCYC"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.382934839401159	"BH"	0.431295167057491	"TCA cycle VIII (helicobacter)"
"RHAMCAT-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.199082212215561	"BH"	0.288075916351656	"L-rhamnose degradation I"
"RIBOSYN2-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.206091177839231	"BH"	0.290090503124073	"flavin biosynthesis I (bacteria and plants)"
"RUMP-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0217438387958309	"BH"	0.133123819915776	"formaldehyde oxidation I"
"SALVADEHYPOX-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.131922607076607	"BH"	0.23186577459733	"adenosine nucleotides degradation II"
"SER-GLYSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.194843907941949	"BH"	0.286453893161647	"superpathway of L-serine and glycine biosynthesis I"
"SO4ASSIM-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.364923491344154	"BH"	0.415831983617719	"sulfate reduction I (assimilatory)"
"SUCSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.271005614396547	"BH"	0.336447311054804	"sucrose biosynthesis I (from photosynthesis)"
"SULFATE-CYS-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.26322702449628	"BH"	0.331274711612926	"superpathway of sulfate assimilation and cysteine biosynthesis"
"TCA"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.224172571108566	"BH"	0.299590710289037	"TCA cycle I (prokaryotic)"
"TCA-GLYOX-BYPASS"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.412999912936559	"BH"	0.455185276048616	"superpathway of glyoxylate bypass and TCA"
"TEICHOICACID-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0233331438584943	"BH"	0.135426763053738	"teichoic acid (poly-glycerol) biosynthesis"
"THISYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0199417493847549	"BH"	0.133123819915776	"superpathway of thiamin diphosphate biosynthesis I"
"THREOCAT-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.267938432986319	"BH"	0.334063039129876	"superpathway of L-threonine metabolism"
"THRESYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.376939130105867	"BH"	0.427295460068129	"superpathway of L-threonine biosynthesis"
"TRNA-CHARGING-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.331293127961427	"BH"	0.387099189623378	"tRNA charging"
"TRPSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.171300368583736	"BH"	0.273189543519062	"L-tryptophan biosynthesis"
"TYRFUMCAT-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.154363474372935	"BH"	0.25312134446894	"L-tyrosine degradation I"
"UBISYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.156786831770809	"BH"	0.255788981313605	"superpathway of ubiquinol-8 biosynthesis (prokaryotic)"
"UDPNAGSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0837227282738967	"BH"	0.180001698948224	"UDP-N-acetyl-D-glucosamine biosynthesis I"
"VALDEG-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.0251798554084304	"BH"	0.135426763053738	"L-valine degradation I"
"VALSYN-PWY"	"ALDEx2_Kruskal-Wallace test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.195409635374094	"BH"	0.286557082746574	"L-valine biosynthesis"
"1CMET2-PWY"	"ALDEx2_glm test"	"Equine"	"Equine+c"	"Livestock_exc+c"	"livestock_exclusion"	"Ovine"	"ovine+c"	0.127759353408871	"BH"	0.226035779108002	"N10-formyl-tetrahydrofolate biosynthesis"
