"feature"	"method"	"group1"	"group2"	"p_values"	"adj_method"	"p_adjust"	"description"
"PWY-5676"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0280495223207353"	"BH"	0.235999135787369	"acetyl-CoA fermentation to butanoate II"
"PWY-5677"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"9.746980193448e-05"	"BH"	0.00265109772481542	"succinate fermentation to butanoate"
"PWY-5679"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.940229140548894"	"BH"	0.999384144040538	"clavulanate biosynthesis"
"PWY-5686"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0720652240070021"	"BH"	0.393141748532703	"UMP biosynthesis"
"PWY-5695"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0457187563375245"	"BH"	0.317464457407281	"urate biosynthesis/inosine 5'-phosphate degradation"
"PWY-5705"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.267387993328199"	"BH"	0.713424590498721	"allantoin degradation to glyoxylate III"
"PWY-5741"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0576007052843444"	"BH"	0.358422561484636	"ethylmalonyl-CoA pathway"
"PWY-5743"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0608551991120441"	"BH"	0.369270338412255	"3-hydroxypropanoate cycle"
"PWY-5744"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0701505685996702"	"BH"	0.38900390994852	"glyoxylate assimilation"
"PWY-5747"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0377015370190203"	"BH"	0.285703555097894	"2-methylcitrate cycle II"
"PWY-5837"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.157723609029944"	"BH"	0.572972904424785	"1,4-dihydroxy-2-naphthoate biosynthesis I"
"PWY-5838"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.147940225659887"	"BH"	0.555411328293562	"superpathway of menaquinol-8 biosynthesis I"
"PWY-5840"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.195673543077121"	"BH"	0.636862003411384	"superpathway of menaquinol-7 biosynthesis"
"PWY-5845"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0647359827692706"	"BH"	0.380029228196904	"superpathway of menaquinol-9 biosynthesis"
"PWY-5850"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0647359827692706"	"BH"	0.380029228196904	"superpathway of menaquinol-6 biosynthesis I"
"PWY-5855"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0496094451784443"	"BH"	0.329327524179385	"ubiquinol-7 biosynthesis (prokaryotic)"
"PWY-5856"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0496094451784443"	"BH"	0.329327524179385	"ubiquinol-9 biosynthesis (prokaryotic)"
"PWY-5857"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0496094451784443"	"BH"	0.329327524179385	"ubiquinol-10 biosynthesis (prokaryotic)"
"PWY-5860"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0672674415660266"	"BH"	0.382885984164818	"superpathway of demethylmenaquinol-6 biosynthesis I"
"PWY-5861"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.179498921359628"	"BH"	0.61009723566749	"superpathway of demethylmenaquinol-8 biosynthesis"
"PWY-5862"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0672674415660266"	"BH"	0.382885984164818	"superpathway of demethylmenaquinol-9 biosynthesis"
"PWY-5863"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.148986196305706"	"BH"	0.556826987825497	"superpathway of phylloquinol biosynthesis"
"PWY-5896"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0647359827692706"	"BH"	0.380029228196904	"superpathway of menaquinol-10 biosynthesis"
"PWY-5897"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.157445250125354"	"BH"	0.572972904424785	"superpathway of menaquinol-11 biosynthesis"
"PWY-5898"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.157445250125354"	"BH"	0.572972904424785	"superpathway of menaquinol-12 biosynthesis"
"PWY-5899"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.157445250125354"	"BH"	0.572972904424785	"superpathway of menaquinol-13 biosynthesis"
"PWY-5910"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0161580620539366"	"BH"	0.164211002734193	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)"
"PWY-5913"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0696275067347509"	"BH"	0.388725444432258	"TCA cycle VI (obligate autotrophs)"
"PWY-5918"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.21249693904547"	"BH"	0.659525300872659	"superpathay of heme biosynthesis from glutamate"
"PWY-5920"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.127045132609503"	"BH"	0.518542233490676	"superpathway of heme biosynthesis from glycine"
"PWY-5941"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.593969994410368"	"BH"	0.928737404197551	"glycogen degradation II (eukaryotic)"
"PWY-5971"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.63599940778272"	"BH"	0.939689965151841	"palmitate biosynthesis II (bacteria and plants)"
"PWY-5973"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0294356719483122"	"BH"	0.243624784875235	"cis-vaccenate biosynthesis"
"PWY-5989"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.284295005321797"	"BH"	0.736271057259206	"stearate biosynthesis II (bacteria and plants)"
"PWY-6071"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.383564991677209"	"BH"	0.816055994951024	"superpathway of phenylethylamine degradation"
"PWY-6107"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.148556586106595"	"BH"	0.556768680348045	"chlorosalicylate degradation"
"PWY-6121"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0692993456035671"	"BH"	0.388586150925049	"5-aminoimidazole ribonucleotide biosynthesis I"
"PWY-6122"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0656616276870445"	"BH"	0.381729656353171	"5-aminoimidazole ribonucleotide biosynthesis II"
"PWY-6123"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0697986038286449"	"BH"	0.388725444432258	"inosine-5'-phosphate biosynthesis I"
"PWY-6125"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0722998704461033"	"BH"	0.393465361460621	"superpathway of guanosine nucleotides de novo biosynthesis II"
"PWY-6126"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0701407953964448"	"BH"	0.38900390994852	"superpathway of adenosine nucleotides de novo biosynthesis II"
"PWY-6141"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.347198817487142"	"BH"	0.784447947512719	"archaetidylserine and archaetidylethanolamine biosynthesis"
"PWY-6147"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.126309484441634"	"BH"	0.517682286398996	"6-hydroxymethyl-dihydropterin diphosphate biosynthesis I"
"PWY-6148"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.627454140439593"	"BH"	0.936053527759346	"tetrahydromethanopterin biosynthesis"
"PWY-6151"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.241751828252117"	"BH"	0.68906157352733	"S-adenosyl-L-methionine cycle I"
"PWY-6163"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0661994816634142"	"BH"	0.381729656353171	"chorismate biosynthesis from 3-dehydroquinate"
"PWY-6165"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.600863651876463"	"BH"	0.930685547743434	"chorismate biosynthesis II (archaea)"
"PWY-6167"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.323025314322744"	"BH"	0.762429745027164	"flavin biosynthesis II (archaea)"
"PWY-6174"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0104357174092153"	"BH"	0.118349701760219	"mevalonate pathway II (archaea)"
"PWY-6182"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.322903032124875"	"BH"	0.762429745027164	"superpathway of salicylate degradation"
"PWY-6185"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.407032855963142"	"BH"	0.831702110610473	"4-methylcatechol degradation (ortho cleavage)"
"PWY-621"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.000671365962203962"	"BH"	0.0132954800067884	"sucrose degradation III (sucrose invertase)"
"PWY-6210"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.723427952821858"	"BH"	0.96234113223759	"2-aminophenol degradation"
"PWY-622"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0704813463242315"	"BH"	0.389877827135306	"starch biosynthesis"
"PWY-6263"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0021784315739044"	"BH"	0.0345753485882405	"superpathway of menaquinol-8 biosynthesis II"
"PWY-6269"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.184534817037268"	"BH"	0.618102057066577	"adenosylcobalamin salvage from cobinamide II"
"PWY-6277"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0656616276870445"	"BH"	0.381729656353171	"superpathway of 5-aminoimidazole ribonucleotide biosynthesis"
"PWY-6282"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.276290615668781"	"BH"	0.727502255473357	"palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)"
"PWY-6317"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0896398076919063"	"BH"	0.442640200836434	"galactose degradation I (Leloir pathway)"
"PWY-6338"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.860024332446458"	"BH"	0.983849825337964	"superpathway of vanillin and vanillate degradation"
"PWY-6339"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0597980244874849"	"BH"	0.365308527973405	"syringate degradation"
"PWY-6349"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.178309296247772"	"BH"	0.609711756340191	"CDP-archaeol biosynthesis"
"PWY-6350"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.556252212868844"	"BH"	0.90760700248258	"archaetidylinositol biosynthesis"
"PWY-6353"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0937250785287871"	"BH"	0.452272097798864	"purine nucleotides degradation II (aerobic)"
"PWY-6383"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0707379576158671"	"BH"	0.390309185329974	"mono-trans, poly-cis decaprenyl phosphate biosynthesis"
"PWY-6385"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0999150301456269"	"BH"	0.467149088876308	"peptidoglycan biosynthesis III (mycobacteria)"
"PWY-6386"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.111133694411073"	"BH"	0.489570811064908	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)"
"PWY-6387"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0896825892357695"	"BH"	0.442640200836434	"UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)"
"PWY-6396"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0450992897535814"	"BH"	0.315386045958239	"superpathway of 2,3-butanediol biosynthesis"
"PWY-6397"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00730978270229299"	"BH"	0.0926801269120514	"mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6404"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00917903902288653"	"BH"	0.108803979737832	"superpathway of mycolyl-arabinogalactan-peptidoglycan complex biosynthesis"
"PWY-6467"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00507741328953548"	"BH"	0.0711163335745835	"Kdo transfer to lipid IVA III (Chlamydia)"
"PWY-6470"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"4.83250733283036e-05"	"BH"	0.00143335228808611	"peptidoglycan biosynthesis V (&beta;-lactam resistance)"
"PWY-6471"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.986102235355213"	"BH"	1	"peptidoglycan biosynthesis IV (Enterococcus faecium)"
"PWY-6478"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.000866676549364342"	"BH"	0.0163248987962163	"GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis"
"PWY-6505"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.882980577296931"	"BH"	0.988519174261056	"L-tryptophan degradation XII (Geobacillus)"
"PWY-6507"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.63560153585008"	"BH"	0.939630044882884	"4-deoxy-L-threo-hex-4-enopyranuronate degradation"
"PWY-6519"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.398200402311542"	"BH"	0.825436196783185	"8-amino-7-oxononanoate biosynthesis I"
"PWY-6545"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0266982171319281"	"BH"	0.23146525053179	"pyrimidine deoxyribonucleotides de novo biosynthesis III"
"PWY-6562"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.47913773272867"	"BH"	0.866891481655101	"norspermidine biosynthesis"
"PWY-6572"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"chondroitin sulfate degradation I (bacterial)"
"PWY-6581"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.000239433588921756"	"BH"	0.0056865477368917	"spirilloxanthin and 2,2'-diketo-spirilloxanthin biosynthesis"
"PWY-6588"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"3.68971520003925e-12"	"BH"	3.40649058257145e-10	"pyruvate fermentation to acetone"
"PWY-6590"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.000217794673680327"	"BH"	0.00526453793525056	"superpathway of Clostridium acetobutylicum acidogenic fermentation"
"PWY-6608"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.127708417988954"	"BH"	0.518988642230374	"guanosine nucleotides degradation III"
"PWY-6609"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.20851705797861"	"BH"	0.651217624006515	"adenine and adenosine salvage III"
"PWY-6612"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.326032603103763"	"BH"	0.763538304160474	"superpathway of tetrahydrofolate biosynthesis"
"PWY-6628"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0494983278133472"	"BH"	0.329327524179385	"superpathway of L-phenylalanine biosynthesis"
"PWY-6629"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0125578779641093"	"BH"	0.134511924078697	"superpathway of L-tryptophan biosynthesis"
"PWY-6630"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0500174556858877"	"BH"	0.330416154478657	"superpathway of L-tyrosine biosynthesis"
"PWY-6641"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0"	"BH"	0	"superpathway of sulfolactate degradation"
"PWY-6654"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.270665914119621"	"BH"	0.717733082787796	"phosphopantothenate biosynthesis III"
"PWY-6690"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00149682480374302"	"BH"	0.0258883551148694	"cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate"
"PWY-6700"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.041441534077062"	"BH"	0.300496964463652	"queuosine biosynthesis"
"PWY-6703"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.069872696079555"	"BH"	0.388807744313653	"preQ0 biosynthesis"
"PWY-6708"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0496094451784443"	"BH"	0.329327524179385	"ubiquinol-8 biosynthesis (prokaryotic)"
"PWY-6713"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0126273512148807"	"BH"	0.134808285364077	"L-rhamnose degradation II"
"PWY-6728"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.291192474878796"	"BH"	0.737694894069078	"methylaspartate cycle"
"PWY-6731"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"7.5584667569295e-07"	"BH"	3.39656510964047e-05	"starch degradation III"
"PWY-6737"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0303818555812296"	"BH"	0.249878373067704	"starch degradation V"
"PWY-6749"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00674014401800638"	"BH"	0.087661992138952	"CMP-legionaminate biosynthesis I"
"PWY-6830"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.560580515184746"	"BH"	0.90940453333842	"superpathway of methanogenesis"
"PWY-6876"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"4.2854608750531e-14"	"BH"	4.45892000571001e-12	"isopropanol biosynthesis"
"PWY-6891"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0"	"BH"	0	"thiazole biosynthesis II (Bacillus)"
"PWY-6892"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0841707927649282"	"BH"	0.426867407389789	"thiazole biosynthesis I (E. coli)"
"PWY-6895"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"5.73369358658482e-08"	"BH"	3.13203012167196e-06	"superpathway of thiamin diphosphate biosynthesis II"
"PWY-6897"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0194506063494513"	"BH"	0.187774263064291	"thiamin salvage II"
"PWY-6901"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.650158174391776"	"BH"	0.942423093265942	"superpathway of glucose and xylose degradation"
"PWY-6906"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.272846427413588"	"BH"	0.720882036153192	"chitin derivatives degradation"
"PWY-6919"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"neopentalenoketolactone and pentalenate biosynthesis"
"PWY-6942"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"dTDP-D-desosamine biosynthesis"
"PWY-6944"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.946613091155649"	"BH"	1	"androstenedione degradation"
"PWY-6948"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0795698081546901"	"BH"	0.413952454328566	"sitosterol degradation to androstenedione"
"PWY-6957"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0317177591446902"	"BH"	0.256856152689244	"mandelate degradation to acetyl-CoA"
"PWY-6969"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0497565536028961"	"BH"	0.329348728387998	"TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)"
"PWY-6975"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"superpathway of erythromycin biosynthesis (without sugar biosynthesis)"
"PWY-6977"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"superpathway of erythromycin biosynthesis"
"PWY-6992"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.790123232102447"	"BH"	0.974921803206048	"1,5-anhydrofructose degradation"
"PWY-6993"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.303330445039902"	"BH"	0.748105255569627	"nicotine degradation II (pyrrolidine pathway)"
"PWY-7002"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"4-hydroxyacetophenone degradation"
"PWY-7003"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.831032871420278"	"BH"	0.979302035874782	"glycerol degradation to butanol"
"PWY-7007"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00894697110229115"	"BH"	0.107412812409375	"methyl ketone biosynthesis"
"PWY-7013"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.320093103828121"	"BH"	0.760311970119639	"L-1,2-propanediol degradation"
"PWY-7024"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0592199133943621"	"BH"	0.363746713720513	"superpathway of the 3-hydroxypropanoate cycle"
"PWY-7046"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"3.45837205761867e-07"	"BH"	1.63090854947413e-05	"4-coumarate degradation (anaerobic)"
"PWY-7084"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.282928232062926"	"BH"	0.735658294792733	"nitrifier denitrification"
"PWY-7090"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.146276377939407"	"BH"	0.551636676089333	"UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis"
"PWY-7094"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.022107648230554"	"BH"	0.204849151744735	"fatty acid salvage"
"PWY-7097"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.860024332446458"	"BH"	0.983849825337964	"vanillin and vanillate degradation I"
"PWY-7098"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.846612997241594"	"BH"	0.982802555304009	"vanillin and vanillate degradation II"
"PWY-7106"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"erythromycin D biosynthesis"
"PWY-7110"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"superpathway of megalomicin A biosynthesis"
"PWY-7111"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0448749322466919"	"BH"	0.314604471526273	"pyruvate fermentation to isobutanol (engineered)"
"PWY-7159"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"2.3337575105753e-06"	"BH"	9.50172700734229e-05	"chlorophyllide a biosynthesis III (aerobic, light independent)"
"PWY-7184"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0886026658916528"	"BH"	0.441330148115337	"pyrimidine deoxyribonucleotides de novo biosynthesis I"
"PWY-7187"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.166268485335781"	"BH"	0.58826665535296	"pyrimidine deoxyribonucleotides de novo biosynthesis II"
"PWY-7196"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.23928562627229"	"BH"	0.687644577034135	"superpathway of pyrimidine ribonucleosides salvage"
"PWY-7197"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0645611186725432"	"BH"	0.380029228196904	"pyrimidine deoxyribonucleotide phosphorylation"
"PWY-7198"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1.20182112439693e-06"	"BH"	5.18285359896176e-05	"pyrimidine deoxyribonucleotides de novo biosynthesis IV"
"PWY-7199"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0997245328294136"	"BH"	0.466812159153008	"pyrimidine deoxyribonucleosides salvage"
"PWY-7200"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0785229378268701"	"BH"	0.411409252771459	"superpathway of pyrimidine deoxyribonucleoside salvage"
"PWY-7208"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0629181655201536"	"BH"	0.376923926328984	"superpathway of pyrimidine nucleobases salvage"
"PWY-7209"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0929110809436786"	"BH"	0.45113491524875	"superpathway of pyrimidine ribonucleosides degradation"
"PWY-7210"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1.22515627820619e-06"	"BH"	5.24895385858927e-05	"pyrimidine deoxyribonucleotides biosynthesis from CTP"
"PWY-7211"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0600104742387868"	"BH"	0.365924333614184	"superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis"
"PWY-7219"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0633928320998118"	"BH"	0.378190225784206	"adenosine ribonucleotides de novo biosynthesis"
"PWY-722"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.968177167201839"	"BH"	1	"nicotinate degradation I"
"PWY-7220"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0854092869079939"	"BH"	0.429998368419278	"adenosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7221"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0650131200770938"	"BH"	0.38050089473692	"guanosine ribonucleotides de novo biosynthesis"
"PWY-7222"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0854092869079939"	"BH"	0.429998368419278	"guanosine deoxyribonucleotides de novo biosynthesis II"
"PWY-7228"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0738134827318673"	"BH"	0.396271399924153	"superpathway of guanosine nucleotides de novo biosynthesis I"
"PWY-7229"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0712720986378403"	"BH"	0.391280240009249	"superpathway of adenosine nucleotides de novo biosynthesis I"
"PWY-7234"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.0941739853617976"	"BH"	0.453238233514378	"inosine-5'-phosphate biosynthesis III"
"PWY-7237"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.139748940739099"	"BH"	0.539578023456799	"myo-, chiro- and scillo-inositol degradation"
"PWY-7242"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.197428847827274"	"BH"	0.640666384904842	"D-fructuronate degradation"
"PWY-7254"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.54961288305633"	"BH"	0.903742317384866	"TCA cycle VII (acetate-producers)"
"PWY-7255"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.000114433711807971"	"BH"	0.00303689465951923	"ergothioneine biosynthesis I (bacteria)"
"PWY-7274"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"D-cycloserine biosynthesis"
"PWY-7286"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.188650495192218"	"BH"	0.625686721194103	"7-(3-amino-3-carboxypropyl)-wyosine biosynthesis"
"PWY-7295"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1.23930770534741e-07"	"BH"	6.49892960684182e-06	"L-arabinose degradation IV"
"PWY-7315"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.790758820911117"	"BH"	0.974921803206048	"dTDP-N-acetylthomosamine biosynthesis"
"PWY-7316"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"1"	"BH"	1	"dTDP-N-acetylviosamine biosynthesis"
"PWY-7323"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.00909288710226641"	"BH"	0.108231524991255	"superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis"
"PWY-7328"	"metagenomeSeq"	"Livestock_exc+c"	"ovine+c"	"0.126134824883668"	"BH"	0.517405367404533	"superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis"
